,BLOCK1:ZONE1,BLOCK1:ZONE1,BLOCK1:ZONE1,Environment,Environment
,Zone Mean Air Temperature,Zone Mean Radiant Temperature,Zone Operative Temperature,Site Outdoor Air Dewpoint Temperature,Site Outdoor Air Drybulb Temperature
,C,C,C,C,C
2002-06-29 01:00:00,30.96742397792265,33.074866852737955,32.021145415330295,10.525,17.200000000000003
2002-06-29 02:00:00,30.61924473026471,32.61432093736829,31.6167828338165,11.225,17.2
2002-06-29 03:00:00,30.051284203608876,32.13948721850372,31.0953857110563,12.024999999999999,15.725
2002-06-29 04:00:00,29.477354829029533,31.666237971177488,30.57179640010351,11.9,14.85
2002-06-29 05:00:00,29.20596202891241,31.437478324338162,30.321720176625284,11.425,14.55
2002-06-29 06:00:00,29.653784692572167,31.924900490787202,30.789342591679684,10.175,15.700000000000001
2002-06-29 07:00:00,30.71669293936752,32.877070637657965,31.796881788512742,8.899999999999999,17.525
2002-06-29 08:00:00,31.948708830372723,34.07382641544807,33.011267622910395,8.825,19.799999999999997
2002-06-29 09:00:00,33.35061863505425,35.375958787420075,34.36328871123716,7.025,21.75
2002-06-29 10:00:00,34.485399555261544,36.53626798760162,35.51083377143158,6.925,23.325
2002-06-29 11:00:00,35.52255265584561,37.40285566128023,36.462704158562914,4.1,24.599999999999998
2002-06-29 12:00:00,36.127688565176705,37.99209192049493,37.05989024283582,1.825,25.35
2002-06-29 13:00:00,36.70574488519766,38.62110947503072,37.66342718011419,2.975,26.1
2002-06-29 14:00:00,37.436516393102224,39.364743825578785,38.4006301093405,2.0,26.375
2002-06-29 15:00:00,38.04650466565003,39.988979176347144,39.01774192099859,1.2000000000000002,26.4
2002-06-29 16:00:00,38.41950028983965,40.34062634832057,39.38006331908011,1.325,26.4
2002-06-29 17:00:00,38.41451548286058,40.34705168121401,39.38078358203729,2.675,26.175
2002-06-29 18:00:00,38.02095050666482,39.952308004844205,38.98662925575451,4.075,25.725
2002-06-29 19:00:00,37.08184802995791,38.98472946523118,38.03328874759455,5.9,24.4
2002-06-29 20:00:00,35.65744031007448,37.6234488548527,36.64044458246359,7.825000000000001,22.65
2002-06-29 21:00:00,34.4568106628946,36.465892852403115,35.461351757648856,8.45,20.55
2002-06-29 22:00:00,33.30149470432434,35.49540222422455,34.39844846427445,8.875,18.725
2002-06-29 23:00:00,32.393124573862224,34.64228884671618,33.517706710289204,9.375,17.175
2002-06-30 00:00:00,31.573810800029968,33.88739729199304,32.73060404601151,10.55,15.75
2002-06-30 01:00:00,30.845618279242604,33.20588727710113,32.02575277817187,11.35,14.575000000000001
2002-06-30 02:00:00,30.23807489887014,32.59049815287028,31.41428652587021,11.725000000000001,14.075
2002-06-30 03:00:00,29.559236066375785,31.998038412906475,30.778637239641128,10.45,12.2
2002-06-30 04:00:00,28.802371556302504,31.379276796740378,30.090824176521437,9.100000000000001,10.549999999999999
2002-06-30 05:00:00,28.53322639957495,31.055494755528883,29.794360577551917,9.175,11.475000000000001
2002-06-30 06:00:00,29.122973884492968,31.53556942184793,30.32927165317045,10.35,13.55
2002-06-30 07:00:00,30.188208478836806,32.519760264970735,31.35398437190377,11.375,15.525
2002-06-30 08:00:00,31.473838819201422,33.75637471155678,32.615106765379096,12.725,18.025
2002-06-30 09:00:00,33.081106387012,35.16848288984431,34.124794638428156,14.0,21.25
2002-06-30 10:00:00,34.712760495529906,36.579134635792286,35.6459475656611,15.125,24.575
2002-06-30 11:00:00,35.97956149392087,37.73695203095453,36.85825676243769,14.35,26.9
2002-06-30 12:00:00,36.992169936027324,38.58963121561567,37.790900575821496,14.524999999999999,28.3
2002-06-30 13:00:00,37.82527411363148,39.443318712846995,38.63429641323924,13.8,29.35
2002-06-30 14:00:00,38.79743181229665,40.393762857563786,39.59559733493022,13.8,30.5
2002-06-30 15:00:00,39.66676832071563,41.23075257174533,40.44876044623048,12.775,31.175
2002-06-30 16:00:00,40.08340439068347,41.692529814556934,40.8879671026202,13.825000000000001,30.475
2002-06-30 17:00:00,40.00694515374629,41.70639924030836,40.85667219702732,13.55,29.3
2002-06-30 18:00:00,39.592286533663994,41.31573757463228,40.45401205414814,13.524999999999999,28.549999999999997
2002-06-30 19:00:00,38.606204953817816,40.35134766476763,39.47877630929272,13.825,26.975
2002-06-30 20:00:00,37.116320672194036,38.92521340207858,38.02076703713631,13.9,25.299999999999997
2002-06-30 21:00:00,35.94287534952593,37.75018060926937,36.84652797939765,13.975,23.625
2002-06-30 22:00:00,34.79166315604715,36.77733424789456,35.784498701970854,14.0,21.775
2002-06-30 23:00:00,33.815062693563966,35.900806881389954,34.857934787476964,13.850000000000001,19.725
2002-07-01 00:00:00,32.86409129688096,35.08457534925803,33.974333323069494,13.5,17.55
2002-07-01 01:00:00,31.871624293095863,34.22321944543716,33.047421869266515,13.025,15.575
2002-07-01 02:00:00,31.118779484978212,33.5921844481002,32.3554819665392,12.450000000000001,13.9
2002-07-01 03:00:00,30.56703743917324,33.05954133341447,31.813289386293857,11.925,12.675
2002-07-01 04:00:00,29.936148883661115,32.4934461103458,31.21479749700346,11.649999999999999,11.950000000000001
2002-07-01 05:00:00,24.236521889891186,31.53670569300907,27.886613791450127,11.449996948242188,11.5
2002-07-01 06:00:00,24.001485917030152,30.158647689353142,27.08006680319165,11.024992540653717,11.025
2002-07-01 07:00:00,24.000064269762305,29.60639170434646,26.803227987054385,11.125,11.725
2002-07-01 08:00:00,24.000003331314822,29.550522415131226,26.775262873223024,11.05,11.850000000000001
2002-07-01 09:00:00,24.000000201772156,30.162450920099694,27.081225560935927,11.225000000000001,12.85
2002-07-01 10:00:00,24.000000014506632,30.594821690275687,27.297410852391156,11.0,14.025
2002-07-01 11:00:00,24.000000001142165,30.94836258954372,27.47418129534294,10.450000000000001,14.975
2002-07-01 12:00:00,24.000000000093614,31.164338274050756,27.582169137072185,9.55,15.425
2002-07-01 13:00:00,24.00000000000791,31.279220534564068,27.63961026728599,9.6,17.075000000000003
2002-07-01 14:00:00,24.000000000000696,31.257295410281827,27.628647705141262,10.75,17.0
2002-07-01 15:00:00,24.000000000000057,31.081739423931623,27.54086971196584,9.075,16.35
2002-07-01 16:00:00,24.000000000000007,30.830281381430144,27.415140690715074,9.3,15.15
2002-07-01 17:00:00,24.0,30.73334356818492,27.36667178409246,9.225,16.0
2002-07-01 18:00:00,24.0,30.4657228311004,27.2328614155502,8.05,16.25
2002-07-01 19:00:00,27.726536126432485,29.905734086543838,28.81613510648816,8.3,15.45
2002-07-01 20:00:00,27.327572677906417,29.566379791593853,28.44697623475014,8.725000000000001,14.075
2002-07-01 21:00:00,26.82278832637183,28.9495284066167,27.886158366494264,9.1,12.725000000000001
2002-07-01 22:00:00,26.26915972723299,28.421853320332048,27.345506523782518,9.05,11.65
2002-07-01 23:00:00,25.669648694604533,27.91592397568506,26.792786335144797,8.925,10.575000000000001
2002-07-02 00:00:00,25.225585902176235,27.45909594671877,26.342340924447505,8.75,10.149999999999999
2002-07-02 01:00:00,24.822234872055894,27.03837131852501,25.93030309529045,8.625,9.725
2002-07-02 02:00:00,24.460958211618788,26.638061848712795,25.54951003016579,8.674999999999999,9.674999999999999
2002-07-02 03:00:00,24.172451610866407,26.283640368938883,25.228045989902647,8.850000000000001,9.850000000000001
2002-07-02 04:00:00,24.00860965622487,26.014243830388043,25.01142674330646,9.5,10.65
2002-07-02 05:00:00,23.988825051760294,26.001784614936888,24.995304833348587,9.625,11.425
2002-07-02 06:00:00,23.999996891542914,26.51686411188882,25.258430501715868,9.525,12.2
2002-07-02 07:00:00,23.999999977953063,27.445817433454266,25.722908705703666,9.725000000000001,13.375
2002-07-02 08:00:00,23.999999999251287,28.47378943516152,26.236894717206404,8.825,14.525
2002-07-02 09:00:00,23.999999999963983,29.10308680416261,26.5515434020633,8.95,14.725
2002-07-02 10:00:00,23.999999999997776,29.91080048214389,26.955400241070834,7.9,16.125
2002-07-02 11:00:00,23.999999999999844,30.142647964330692,27.071323982165268,8.100000000000001,16.225
2002-07-02 12:00:00,23.999999999999993,30.021866429094686,27.01093321454734,9.2,15.725000000000001
2002-07-02 13:00:00,24.0,30.030181954647116,27.01509097732356,8.3,15.75
2002-07-02 14:00:00,24.0,29.993585658152575,26.996792829076288,7.675,15.8
2002-07-02 15:00:00,24.000000000000004,29.84609467038607,26.923047335193036,7.6,15.05
2002-07-02 16:00:00,24.0,29.589048294616546,26.794524147308273,8.125,15.25
2002-07-02 17:00:00,24.0,28.8650264216286,26.4325132108143,8.75,14.65
2002-07-02 18:00:00,24.0,28.27634847509981,26.138174237549904,9.425,13.575000000000001
2002-07-02 19:00:00,25.736767751184907,27.536677065547853,26.636722408366378,9.75,12.85
2002-07-02 20:00:00,25.131659180422474,27.093887728509618,26.112773454466044,10.25,12.25
2002-07-02 21:00:00,24.505019637576787,26.55718192437398,25.531100780975386,10.1,11.575
2002-07-02 22:00:00,24.09889402909502,26.06799694871837,25.083445488906698,9.55,11.4
2002-07-02 23:00:00,23.69786958275866,25.659055179511874,24.67846238113527,9.475,11.175
2002-07-03 00:00:00,23.37629383552341,25.327350965212204,24.35182240036781,9.725000000000001,10.875
2002-07-03 01:00:00,23.127453732514674,25.047651728069525,24.0875527302921,9.35,10.649999999999999
2002-07-03 02:00:00,22.85236253904531,24.744794415856816,23.798578477451063,9.5,10.6
2002-07-03 03:00:00,22.611027823131423,24.471226897144973,23.541127360138198,9.75,10.6
2002-07-03 04:00:00,22.42381195193287,24.23307608819563,23.32844402006425,9.875,10.825
2002-07-03 05:00:00,22.209476573963194,23.99561601057929,23.102546292271242,10.05,10.9
2002-07-03 06:00:00,22.24267523762034,24.045714054292812,23.144194645956574,10.174999999999999,11.275
2002-07-03 07:00:00,23.69029766331518,24.820729694224664,24.255513678769923,10.425,12.0
2002-07-03 08:00:00,23.99944086273421,25.548538408457063,24.773989635595633,10.125,12.575
2002-07-03 09:00:00,23.999993132972314,26.201385692591323,25.10068941278182,10.75,12.175
2002-07-03 10:00:00,23.999999862609485,26.876274007844565,25.438136935227025,10.774999999999999,12.899999999999999
2002-07-03 11:00:00,23.999999996184478,27.277059206672938,25.638529601428708,11.0,13.875
2002-07-03 12:00:00,23.999999999886867,27.522008569760196,25.76100428482353,11.25,13.275
2002-07-03 13:00:00,23.999999999996568,27.711236801732454,25.85561840086451,10.774999999999999,14.2
2002-07-03 14:00:00,23.999999999999872,27.922771019736558,25.961385509868215,11.125,14.525
2002-07-03 15:00:00,23.999999999999993,28.14256758523566,26.071283792617827,11.0,15.175
2002-07-03 16:00:00,23.999999999999996,28.145640007248435,26.072820003624216,10.450000000000001,14.875
2002-07-03 17:00:00,24.0,28.060223209312667,26.030111604656334,10.149999999999999,14.4
2002-07-03 18:00:00,24.0,27.814868581229995,25.907434290614994,9.95,14.3
2002-07-03 19:00:00,25.569454225468405,27.24778746182158,26.408620843644993,9.450000000000001,13.625
2002-07-03 20:00:00,24.828861938609748,26.572980685504998,25.700921312057375,9.675,13.175
2002-07-03 21:00:00,24.045836699984058,25.874265158612253,24.960050929298156,10.175,12.725
2002-07-03 22:00:00,23.51935635782844,25.317078776606785,24.418217567217614,10.3,12.299999999999999
2002-07-03 23:00:00,23.11382384040418,24.866968696731952,23.99039626856807,10.45,12.350000000000001
2002-07-04 00:00:00,22.803931134985838,24.48451307078139,23.644222102883614,10.5,12.4
2002-07-04 01:00:00,22.498487471565106,24.142333992657406,23.320410732111256,10.274999999999999,12.325000000000001
2002-07-04 02:00:00,22.195574782633553,23.831611869474536,23.013593326054043,10.350000000000001,12.0
2002-07-04 03:00:00,21.921739865130185,23.544710259552865,22.733225062341525,10.55,11.825000000000001
2002-07-04 04:00:00,21.59583324234849,23.231288495524684,22.413560868936585,10.375,11.425
2002-07-04 05:00:00,21.99546014957768,23.09298100191818,22.54422057574793,10.375,11.225
2002-07-04 06:00:00,21.999999949974047,23.060970248300325,22.530485099137184,10.925,11.725000000000001
2002-07-04 07:00:00,23.111712625639832,23.521772678505933,23.316742652072882,11.025,12.8
2002-07-04 08:00:00,23.75682330081022,24.32055763116857,24.038690465989394,11.524999999999999,13.549999999999999
2002-07-04 09:00:00,23.890039490447997,25.27698752987302,24.583513510160508,12.225000000000001,13.850000000000001
2002-07-04 10:00:00,23.99812606631849,26.1283025823504,25.063214324334446,11.5,14.5
2002-07-04 11:00:00,23.999955203848273,27.047119752669822,25.523537478259044,10.9,15.15
2002-07-04 12:00:00,23.99999846996875,27.877055306351437,25.938526888160098,11.1,17.7
2002-07-04 13:00:00,23.999999935447555,28.238794013007322,26.11939697422744,10.675,18.200000000000003
2002-07-04 14:00:00,23.999999997067896,28.454782137517284,26.22739106729259,9.899999999999999,16.9
2002-07-04 15:00:00,23.99999999986563,28.4854756049082,26.242737802386912,9.775,16.725
2002-07-04 16:00:00,23.99999999999378,28.372492991349432,26.186246495671607,10.55,17.7
2002-07-04 17:00:00,23.99999999999975,28.0200158420517,26.010007921025725,11.175,17.1
2002-07-04 18:00:00,23.999999999999993,27.547523462566982,25.773761731283486,11.975,16.575
2002-07-04 19:00:00,25.5027084492166,26.870321529707617,26.18651498946211,11.9,16.125
2002-07-04 20:00:00,24.840970648063404,26.358566145677493,25.59976839687045,11.875,15.55
2002-07-04 21:00:00,24.209369881431346,25.744161006653997,24.976765444042673,11.825000000000001,15.025
2002-07-04 22:00:00,23.7338607823104,25.26740827007552,24.50063452619296,12.175,14.75
2002-07-04 23:00:00,23.3699655857086,24.854141534226926,24.112053559967762,12.149999999999999,14.7
2002-07-05 00:00:00,22.991620472555333,24.488369044025323,23.73999475829033,11.575,14.025
2002-07-05 01:00:00,22.5776524901768,24.13586624261582,23.35675936639631,11.475,13.2
2002-07-05 02:00:00,22.20161397609514,23.794000916908214,22.997807446501678,10.899999999999999,12.55
2002-07-05 03:00:00,21.88176753035058,23.484194165862178,22.68298084810638,11.15,12.175
2002-07-05 04:00:00,21.586935313066636,23.204010963533257,22.39547313829995,10.175,11.725
2002-07-05 05:00:00,21.995366120976506,23.160456376374434,22.57791124867547,9.875,11.225
2002-07-05 06:00:00,22.113575559314558,23.808272885406424,22.960924222360493,10.275,12.0
2002-07-05 07:00:00,23.79719041440564,25.17931288558986,24.48825164999775,10.55,12.6
2002-07-05 08:00:00,23.999936606567232,26.615642829480233,25.307789718023734,11.049999999999999,14.125
2002-07-05 09:00:00,23.99999812991173,27.80020029178748,25.900099210849604,11.5,16.174999999999997
2002-07-05 10:00:00,23.999999911647663,28.67425564319154,26.3371277774196,12.275,17.825
2002-07-05 11:00:00,23.999999995018356,29.19165348859009,26.595826741804224,11.524999999999999,18.05
2002-07-05 12:00:00,23.99999999970329,29.525378055372236,26.76268902753776,10.825,18.6
2002-07-05 13:00:00,23.999999999980844,29.89570020248585,26.947850101233346,11.075,20.0
2002-07-05 14:00:00,23.999999999998586,30.26451577240259,27.132257886200584,11.575,20.85
2002-07-05 15:00:00,23.99999999999989,30.325947185662763,27.162973592831328,11.025,20.85
2002-07-05 16:00:00,23.999999999999996,29.650148350654227,26.82507417532711,10.274999999999999,21.400000000000002
2002-07-05 17:00:00,24.0,29.028514548805582,26.514257274402787,10.7,21.525
2002-07-05 18:00:00,24.0,28.391138381928304,26.195569190964154,12.025,20.9
2002-07-05 19:00:00,26.51479043594597,27.722689560098416,27.118739998022193,12.625,20.625
2002-07-05 20:00:00,26.076977967890258,27.39096609941801,26.733972033654133,11.95,20.0
2002-07-05 21:00:00,25.60832642185586,26.870520939813858,26.239423680834857,12.825,18.525000000000002
2002-07-05 22:00:00,25.020383838491696,26.38705114930414,25.70371749389792,12.600000000000001,16.825
2002-07-05 23:00:00,24.28889850578323,25.87494907962634,25.081923792704785,12.25,14.6
2002-07-06 00:00:00,23.67809311411517,25.38232327662674,24.530208195370957,11.975000000000001,13.25
